Title,Header,Content,Mentioned_Countries,Mentioned_Swiss_Cities,Sentiment,Confidence,Original_Sentiment,Sentiment Score
elle laisse ses fils grossir pour ne pas utiliser le chauffage,economies,"honnetement, je les laisse devenir gros des la fin de lete, admet klaire de lys dans une video mise en ligne le 19 octobre sur tiktok. la britannique, dont les publications cumulent pres dun million de mentions jaime, repond a un internaute qui lui demande des astuces pour que les enfants aient chaud a la maison pendant lhiver, sans chauffage. consciente que ses propos puissent choquer, la pro des bonnes astuces pour economiser de largent en temps dinflation souligne quelle ne force jamais ses deux fils a manger afin deviter quils ne developpent un rapport malsain avec la nourriture. a lapproche de lhiver, elle ne leur pose simplement plus de limites pour quils puissent constituer des reserves energetiques, utiles en cas de maladie, par exemple. cela fait une enorme difference, assure-t-elle. mon plus jeune fils a tres bon appetit et sil attrape une grippe, cela nest pas tres grave, car il a des reserves. pour laine, dont la facon de salimenter ne change pas entre les saisons et qui ne prend donc pas de poids, cest une autre histoire. quand il tombe malade, cest terrifiant, parce quen lespace de deux jours, ses cotes deviennent apparentes et ses yeux cernes. ne pas se restreindre nest pas le seul conseil donne par celle qui se passe de chauffage depuis cinq ans. dans une autre video publiee le 17 octobre, linfluenceuse recommande dinvestir dans des couvertures, des chaussettes et des gants en laine et de porter plusieurs couches de vetements en coton pour que la sueur puisse etre evacuee et ainsi ne pas refroidir le corps. des bougies, deux bouillottes  lune pour les pieds, lautre pour la poitrine  et un duvet chaud sont aussi sur la liste des choses a acheter si lon veut baisser sa consommation de chauffage ou carrement sen passer.",set(),set(),negative,0.9033793210983280,negative,-1
un meurtrier execute au texas apres 30 ans dans le couloir de la mort,etats-unis,"un americain de 53 ans, condamne a la peine capitale pour meurtre et qui a passe plus de 30 ans dans le couloir de la mort, a ete execute jeudi au texas, dans le sud des etats-unis. les ultimes recours de brent brewer ont ete rejetes mardi par la cour dappel du texas. il a ete declare mort jeudi a 18 h 38 locales (00 h 38 gmt), selon un communique des autorites texanes. ses avocats ont fait valoir que la peine de mort avait ete prononcee sur la base du temoignage dun expert psychiatrique ayant conclu a sa dangerosite sans lavoir personnellement examine et malgre son comportement exemplaire en prison. ils avaient aussi mis en avant quune des membres du jury souhaitant voter pour la perpetuite avait ete induite en erreur par les instructions du tribunal. il a ete initialement condamne a mort en 1991 pour le meurtre lannee precedente de robert laminack, 66 ans, qui avait pris dans sa voiture brent brewer et sa petite amie, krystie lynn nystrom, avant detre poignarde par derriere, le couple ayant fui le lieu du crime avec le portefeuille de la victime contenant 140 dollars. la peine capitale prononcee en 1991 avait ete annulee en 2007 par la cour supreme des etats-unis, mais confirmee lors dun nouveau proces en 2009, notamment sur la base du temoignage de lexpert psychiatre, par la suite considere comme non fiable par la justice du texas pour determiner la future dangerosite du condamne. brent brewer a exprime ses regrets pour ses actes dans un message video, expliquant navoir pris conscience de la gravite des faits quapres son arrestation. selon un recent sondage de linstitut gallup sur la peine capitale, une majorite damericains (50% contre 47%) estime quelle nest pas equitablement appliquee aux etats-unis, une premiere depuis le lancement de cette enquete mensuelle en 2000. une majorite (53%) reste neanmoins favorable a la peine de mort, selon la meme source. il sagit de la 21e execution en 2023 aux etats-unis, la 7e au texas, toutes realisees par injection letale. mais letat dalabama (sud) a annonce son intention dexecuter un condamne, kenneth smith, en janvier 2024, par inhalation dazote, ce qui serait une premiere. dans ce type dexecution, le deces est provoque par hypoxie (rarefaction doxygene). lexecution de kenneth smith par injection letale en novembre 2022, pour un meurtre sur commande commis en 1986, avait ete annulee in extremis, les perfusions intraveineuses pour lui injecter la solution mortelle nayant pu etre posees dans le temps legalement imparti.",{'etats-unis'},set(),neutral,0.5208855867385860,negative,0
les portugais champions de lenvoi dargent au pays,etude,"une equipe de linstitut de sociologie de l'universite de zurich et de l'universite de lucerne a etudie les mouvements dargent, de suisse vers dautres pays europeens. pour cela, 3000 personnes originaires de bosnie-herzegovine, dallemagne, de grande-bretagne, ditalie, du portugal et de serbie, ont ete sondees au sujet de leurs transferts dargent. en moyenne, 21% des personnes interrogees le font au moins une fois par an, resume lun des auteurs de letude jorg rossel. dans le detail, les portugais sont 46% a le faire. ils sont suivis des serbes, avec 40%, des personnes issues de bosnie-herzegovine (30%) et des britanniques (29%). les allemands (15%) et les italiens (13%) terminent ce classement. les montants moyens annuels varient egalement considerablement selon la nationalite: les britanniques envoient environ 4000 fr., suivis des portugais avec 2200 fr. et des allemands avec 1100 fr.. les montants sont nettement inferieurs pour les italiens avec 650 fr., les serbes avec 460 fr. et les personnes issues de bosnie-herzegovine avec 324 fr. il est frappant de constater que les etrangers originaires de bosnie-herzegovine, ditalie et de serbie utilisent particulierement ces fonds pour aider leur famille et leurs amis, tandis que les immigres portugais envoient principalement de largent sur leur propre compte. les personnes interrogees en allemagne et au royaume-uni presentent des profils heterogenes.","{'allemagne', 'royaume-uni', 'bosnie-herzegovine', 'suisse', 'serbie', 'portugal'}","{'zurich', 'lucerne'}",neutral,0.6690418124198910,positive,0
"face a la polemique, le premier ministre doit renoncer a une hausse de salaire",japon,"le premier ministre japonais fumio kishida, dont le gouvernement a elabore un projet de loi visant a augmenter les salaires, dans toute ladministration publique, jusquau sommet de lexecutif, pour lutter contre linflation, a du renoncer a montrer lui-meme lexemple, devant la polemique que suscitait une hausse de sa propre remuneration. son salaire annuel devait augmenter de 460000 yens (2845 francs environ) pour totaliser 40,6 millions de yens (autour de 250000 francs). il est vrai que la decision daugmenter le salaire du premier ministre et des ministres a ete critiquee par lopinion publique japonaise, or, il faut eviter de susciter de la mefiance, a declare jeudi le porte-parole du gouvernement hirokazu matsuno. par consequent, si le projet de loi est adopte par le parlement, le premier ministre, les ministres et les vice-ministres ont decide de reverser le montant de leurs augmentations de salaire au tresor public, a-t-il poursuivi. fumio kishida a devoile, la semaine derniere, un nouveau vaste plan de soutien a leconomie japonaise, equivalent a plus de 100 milliards de francs, afin dalleger notamment les effets de linflation sur la population et tenter de regonfler sa cote de popularite chancelante. linflation au japon a atteint en debut dannee des niveaux inedits depuis 1981, et reste actuellement largement superieure a lobjectif de 2% de la banque du japon (2,8% en septembre sur un an, hors produits frais). cette poussee des prix fragilise le pouvoir dachat des menages nippons, car les augmentations de salaires peinent a suivre le rythme. la degringolade du yen par rapport au dollar et a leuro pese aussi sur les consommateurs japonais.",{'japon'},set(),neutral,0.7177268266677860,negative,0
flambee de rougeole: cinq cas et 340 personnes contact,geneve,"le nombre de cas etait de trois mercredi. il est passe a cinq jeudi 9 novembre. sajoutent plus de 340 personnes contact. face a ce que le departement de la sante qualifie de flambee de rougeole, le service du medecin cantonal a rappele ce vendredi dans un communique l'importance de la vaccination avec deux doses contre cette maladie qui peut provoquer de graves complications. il a aussi insiste sur la necessite de controler son statut vaccinal. les personnes nees apres 1963 (ndlr: les individus de plus de 60 ans sont consideres comme immunises) sont invitees a verifier leur carnet de vaccination: il faut, pour etre protege, avoir recu deux doses de vaccin contre la rougeole. si tel nest pas le cas, la vaccination est necessaire. par ailleurs, des investigations sont en cours afin didentifier et de joindre les personnes ayant eu des contacts avec les malades. la rougeole est extremement contagieuse. le virus peut rester dans l'air jusqu'a deux heures apres le passage de la personne malade. en cas de contact ou de symptomes (fievre, fatigue, toux, rhume, maux de gorge, conjonctivite puis une eruption cutanee), il faut prevenir son medecin. attention a linformer au prealable de la situation afin de ne pas contaminer les autres patients dans la salle d'attente, et a porter un masque.",{'suisse'},{'geneve'},neutral,0.686643123626709,negative,0
ardon jashari refuse la convocation en m21,football,"en marge de l'annonce de la liste de murat yakin pour les derniers matches de qualification pour l'euro 2024, sascha stauch, le selectionneur des m21, a lui aussi annonce la liste des joueurs convoques pour les prochaines echeances des rougets. ces derniers doivent affronter l'armenie et la roumanie dans le cadre des eliminatoires pour l'euro espoirs 2025. une absence a toutefois fait lever quelques sourcils: celle du capitaine du fc lucerne ardon jashari. ce dernier est encore eligible a la selection en m21 bien qu'il ait ete du voyage au qatar lors de la derniere coupe du monde et qu'il compte deja 2 selections avec les a. deja absent lors du dernier rassemblement des espoirs a cause d'une blessure, jashari a cette fois bien ete appele par stauch mais il a refuse la convocation, comme l'a revele blick. ardon jashari nous a fait savoir qu'il ne souhaitait actuellement pas jouer pour les m21. nous avons pris connaissance de sa decision, a repondu l'asf a la sollicitation de nos confreres. le milieu de terrain, qui avait ete appele pour la derniere fois avec les a en septembre, reussit un bon debut de saison avec lucerne. il compte 3 buts et 1 passe decisive en 12 matches. mais sa decision de ne pas accepter de redescendre d'un echelon  au contraire de fabian rieder, lui aussi non convoque par yakin  risque de ne pas bien passer aupres de la federation.","{'armenie', 'roumanie', 'qatar', 'suisse'}",{'lucerne'},neutral,0.6712301969528200,negative,0
"enfin libere, xamax se promene a baden",football,"un grand ouf de soulagement pour neuchatel xamax. apres dix matchs sans victoire en championnat, le club a enfin retrouve le sourire a baden, vendredi soir a loccasion de la 14e journee de challenge league. grace a un triple de rapp, neuchatel sest balade chez le neo-promu (0-4). des le debut de match, les hommes de uli forte se sont montres proactifs et forts de proposition. une belle entame rapidement recompensee. apres 14 minutes de jeu, hautier a parfaitement lance simone rapp en profondeur, qui navait plus qua conclure afin de debloquer son compteur sous les couleurs de xamax (0-1). mis en confiance par louverture du score, neuchatel ne sest pas contente de cette maigre avance. a la 25e, le defenseur alexander winkler a illumine la rencontre en doublant la mise grace a une superbe frappe idealement placee dans la lucarne droite (0-2). recrute cet ete par xamax, le joueur allemand a egalement inscrit son premier but en challenge league. trois minutes plus tard, cest a nouveau rapp qui a conclu un bel effort collectif, plongeant la pire defense du championnat dans le desarroi (0-3). neuchatel a ensuite tempere, laissant le ballon a baden. les argoviens, peu inspires, nont pas reussi a mettre le danger dans la defense imperturbable des romands. rapp a puni ce manque de creativite en inscrivant son troisieme but de la soiree, a lissue dune contre-attaque et dun excellent centre de surdez (69e, 0-4). xamax navait plus remporte de match depuis le 11 aout et sa victoire contre thoune (4-0). temporairement quatrieme du championnat, le club espere continuer sa remontee chez lactuel dernier, schaffhouse, le 24 novembre.",{'suisse'},"{'schaffhouse', 'neuchatel', 'thoune', 'baden'}",positive,0.7385383248329160,positive,1
les images de la liberation du pere de luis diaz,football,"le pere du footballeur de liverpool, luis diaz, enleve fin octobre en colombie, par la guerilla de larmee de liberation nationale (eln), a donc ete libere jeudi, selon des images diffusees par des medias locaux. accompagne dune mission humanitaire, luis manuel diaz a atterri en helicoptere a laeroport de valledupar, dans le nord du pays. la conference episcopale colombienne a publie une photo montrant m. diaz dans une zone boisee tandis quune femme controle sa tension. vive la liberte et la paix!, a reagi le president de gauche, gustavo petro, sur les reseaux sociaux. le club anglais de liverpool sest dit ravi dapprendre le retour sain et sauf du pere de @luisfdiaz19 et remercie tous ceux qui ont contribue a sa liberation.",{'colombie'},set(),neutral,0.6863630414009090,positive,0
sur un malentendu... ca a marche!,football,"sur un malentendu, ca peut marcher! cette replique mythique de jean-claude dusse, role interprete par lacteur michel blanc dans les bronzes font du ski, est encore dans tous les esprits  a tout le moins dans ceux des moins jeunes dentre nous. voici lextrait du film pour vous rafraichir la memoire: les supporters du toulouse fc se sont inspires de cette phrase de jean-claude dusse, avec un d comme dusse, ce dragueur invetere qui accumule les echecs. ils ont en effet confectionne un tifo geant a loccasion de la venue de liverpool dans leur stadium, jeudi soir. on pouvait tres exactement y lire: sur un malentendu, ca peut marcher! en dessous, ils ont deroule un portrait geant de lacteur michel blanc, le tout au moment de lentree des equipes sur le terrain. si cela na jamais marche pour jean-claude dusse, pas meme sur un malentendu, cela a plutot bien fonctionne pour toulouse. le tefece a en effet battu liverpool 3-2. le club francais menait 3-1, il a encaisse un deuxieme but a la 89e minute... et a concede legalisation a la 97e. mais le troisieme but de liverpool a ete annule pour une faute de main prealable... etait-ce cela, le malentendu? en tout cas, les supporters toulousains avaient vu juste.",set(),set(),neutral,0.6310985684394840,negative,0
"devant la justice, jean castex defend lexcellent dupond-moretti",france,"jean castex nest pas lavocat deric dupond-moretti, dit-il devant la cour de justice de la republique (cjr). mais au proces de celui quil appelle lexcellent garde des sceaux, lex-chef du gouvernement se demene vendredi pour convaincre les juges de labsence de tout conflit dinterets. lactuel patron de la ratp est cite au proces inedit pour prise illegale dinteret deric dupond-moretti  le ministre de la justice est soupconne davoir utilise ses fonctions pour regler des comptes avec des magistrats du parquet national financier (pnf)  parce quil avait herite, trop tardivement selon laccusation, des dossiers problematiques de son garde des sceaux. avant cela, eric dupond-moretti avait deja lance une enquete administrative  cest ce quon lui reproche  contre les magistrats, mais cest le premier ministre qui recupere le bebe, comme il dit. et doit decider sil faut saisir, ou non, le conseil superieur de la magistrature, charge de la discipline des magistrats. le sujet est delicat, dit jean castex, qui parle fort et a renfort de grands gestes. cest quand meme le pnf! alors, il decide de lire lui-meme les rapports, des heures entieres, le week-end. et arrive a une conclusion, en son ame et conscience: il y a des dysfonctionnements importants. tout cela, cest moi qui le fais, jure-t-il, solennel. je ne suis pas sensible a quelque pression, je ne suis pas linstrument de je ne sais quel complot, et jai beaucoup de respect pour le pnf. et sil avait a lepoque un excellent garde des sceaux, sourit jean castex, il nest pas son avocat, mais le defenseur de la fonction publique. quand meme, lance toutefois lex-premier ministre. ce serait quoi la prise illegale dinteret reprochee au garde des sceaux? davoir saisi linspection generale de la justice, qui na pas elle-meme le pouvoir de sanctionner les magistrats? cest ca, les faits! sexclame celui qui ironise sur lacte gravissime. vu les dysfonctionnements, assure jean castex, nimporte qui aurait fait la meme chose. le probleme, repete une fois encore remy heitz  procureur general pres la cour de cassation, qui porte laccusation au proces , ce nest pas lenquete, mais celui qui la declenche. les avocats deric dupond-moretti ralent contre cette accusation qui donne trop son avis, trouvent que la defense na pas beaucoup la parole dans ce proces. eric dupond-moretti, qui laisse decidement peu de place a ses avocats a laudience, sinstalle a la barre pour interroger son ancien chef de gouvernement. je voudrais demander a monsieur le premier ministre si, pendant les annees ou nous avons ete proches professionnellement et humainement, je lui ai fait part une seule fois du ressentiment que jaurais eu a lencontre de tel ou tel magistrat. jean castex: la reponse est evidemment non. je ne suis pas certaine que toute la chaine executive ait gere efficacement une situation confuse et inedite, avouera plus tard a la barre helene davo, ex-conseillere justice du president emmanuel macron. nous avons collectivement tatonne dans linedit. eric dupond-moretti, lui, a toujours considere ses ennuis judiciaires comme le resultat dune guerre menee par des magistrats nayant jamais accepte sa nomination place vendome. il est certain quon aurait aussi trouve moyen de lui reprocher de ne rien faire. pour une fois, il a lair un peu depite: que je fasse ou que je ne fasse pas, je suis dans la nasse.",{'france'},set(),positive,0.7577887773513790,positive,1
le rappeur kaaris relaxe dune accusation de violences conjugales,france,"en france, le rappeur kaaris a ete relaxe, vendredi, par le tribunal correctionnel devry, de faits de violences conjugales dont laccusait son ex-compagne. en relaxant kaaris, okou gnakouri de son vrai nom, le tribunal a suivi les requisitions du parquet. on se felicite de cette decision, qui permettra a notre client de passer a autre chose, ont reagi les avocats de lartiste. la cause des violences faites aux femmes est bien trop noble pour etre instrumentalisee de la sorte. kaaris a assure, devant le juge unique du tribunal, quil navait jamais ete violent envers les femmes, un tel comportement etant contraire a ses valeurs de pere de famille. aujourdhui jai ete relaxe de ce pour quoi on maccusait injustement, je remercie toutes les personnes qui mont soutenu dans cette epreuve que jai traversee, dieu merci la verite est sortie! a-t-il reagi sur le reseau social x (anciennement twitter). il y a une justice ici et ailleurs et la verite finie (sic) toujours par triompher! le rappeur de 43 ans comparaissait pour violences sur conjoint avec incapacite totale de travail (itt) superieure a huit jours, en recidive legale. la mere de sa fille, son ex-compagne linda p., laccusait de lavoir violentee le 19 janvier 2021, dans le garage du domicile de lartiste a linas (essonne), en lui assenant des coups de pied et de poing, tout en lui arrachant les ongles. dans sa plainte, elle affirmait avoir eu besoin de bequilles et dune botte de maintien pendant deux semaines. kaaris contestait ces accusations et affirmait pour sa part que son ex-compagne etait entree chez lui illegalement, en escaladant un mur. le rappeur a toutefois decide de ne pas se constituer partie civile sur ce volet du dossier, que le parquet souhaitait poursuivre. en revanche, le tribunal a condamne linda p., absente a laudience, a deux mois demprisonnement avec sursis pour degradations legeres sur le vehicule de la conjointe actuelle de kaaris, marion p. cette derniere a egalement demande un euro symbolique de dommages et interets. le rappeur francais, ne en cote divoire, a connu le succes avec la sortie de son album or noir, en 2013, qui a contribue a populariser en france le style de la trap, un genre de rap venu du sud des etats-unis.","{'france', 'etats-unis'}",set(),neutral,0.7055213451385500,positive,0
le superviseur de lassurance alerte contre larnaque zebrance,france,"en france, depuis plusieurs semaines, zebrance, qui se presente comme une assurance digitale, au service de letre humain, fait sa pub dans plusieurs medias. probleme: cest une arnaque sur laquelle le superviseur a alerte vendredi, conseillant aux victimes de deposer une plainte dans les meilleurs delais. cette societe ne dispose pas dun agrement et nest donc pas autorisee a pratiquer des operations dassurance directe en france, declare lautorite de controle prudentiel et de resolution (acpr), gendarme du secteur, precisant que les contrats delivres par cette societe etaient sans valeur. zebrance ne semble disposer daucun conseiller, le numero de telephone communique renvoyant vers le site internet pour souscrire un contrat a des tarifs ultracompetitifs. selon la messagerie vocale, le pseudo-assureur auto est base a dover, aux etats-unis (dans le delaware, sorte de paradis fiscal americain) et est distribue dans le monde entier a lexception de 24 territoires, de la coree du nord au nicaragua, en passant par la syrie ou encore la republique de donetsk, region ukrainienne dont lexistence nest pas reconnue par lecrasante majorite de la communaute internationale. compte tenu du risque represente par zebrance, qui delivre de fausses cartes vertes induisant les consommateurs en erreur, nous avons decide de publier une alerte, afin que les personnes ayant souscrit un contrat via ce site puissent porter plainte et faire les demarches necessaires pour souscrire une assurance automobile aupres dun assureur autorise et etre reellement couvertes, a precise lacpr. outre le fait de se voir prelever de largent, le client nest ainsi pas assure. en cas daccident, les retombees peuvent etre tragiques. si le fonds de garantie des victimes indemnise les victimes daccident de la circulation quand le conducteur responsable nest pas assure, ce dernier doit ensuite rembourser le fonds. une charge financiere qui peut peser tres lourd pour le restant de la vie. les donnees personnelles transmises a zebrance pourraient egalement etre revendues et servir a dautres arnaques. pour le moment, il est difficile de savoir combien de personnes se sont fait avoir, mais le nombre de victimes pourrait etre decuple par la strategie de zebrance, qui sest offert des contenus sponsorises dans plusieurs medias, comme la signale 60 millions de consommateurs, qui avait deja tire la sonnette dalarme fin octobre. la tribune a ainsi eu droit a une publicite deguisee, avec une assurance qui fait la difference. selon le service communication du journal, contacte par lafp, cette publication a ete commercialisee par une agence avec laquelle nous avons un contrat. evidemment, dans les verifications que nous faisons, nous nous assurons quil ny a pas de contenu haineux et que cest conforme a la loi, mais nous partons du principe que notre partenaire a fait son travail, ajoute la tribune, precisant que ce type de probleme est assez rare au regard du nombre darticles partenaires publies chaque mois.","{'france', 'nicaragua', 'etats-unis'}",set(),neutral,0.5785542726516720,negative,0
resto des eaux-vives: le chef yannick alleno recale,geneve,"les amateurs de lemission top chef connaissent yannick alleno pour sa rigueur et son exigence envers les candidats. certains savent quil a ete le compagnon de la chanteuse patricia kaas. les fins gourmets, quant a eux, revent de gouter sa cuisine. cela aurait pu etre le cas a geneve. selon la tribune de geneve, le chef francais, lun des plus grands du monde, a failli reprendre le restaurant du parc des eaux-vives, propriete de la ville de geneve. il avait en effet monte un dossier prevoyant notamment une renovation partielle des lieux. dossier que le conseil administratif a etudie, ces dernieres semaines, avant de refuser le 8 novembre. officiellement, le departement des finances, dirige par alfonso gomez, explique avoir pris le temps dexaminer les avantages et les risques. et indique que le projet du chef multi-etoile demandait des investissements consequents. toutefois, la tribune evoque la possibilite que le passe de yannick alleno ait joue un role dans le refus de la ville. en lespece: une affaire de violence (un coup de genou dans la cuisse) envers un cuisinier remontant a 2014. des faits reconnus par les prudhommes en 2017. ainsi que des propos sexistes tenus lors dun colloque en 2019, pour lesquels le chef sest excuse. informe de la decision de lexecutif par nos confreres, yannick alleno estimait avoir un accord de principe. mais, visiblement pas definitif...",{'suisse'},{'geneve'},negative,0.7982214093208310,negative,-1
